oracle_id,lo_cents,lo_printing,lo_finish,hi_cents,hi_printing,hi_finish
00b940e9-0000-4000-8000-oraclebroken,1128,11e00214-0000-4000-8000-printbrokens,0,15599,41f2521a-0000-4000-8000-printbrokens,0
03cbe4cf-0000-4000-8000-oraclehollow,45,3ae5f613-0000-4000-8000-printhollowk,0,377,c59cb900-0000-4000-8000-printhollowk,0
04ef795e-0000-4000-8000-oracleskyfar,3724,0e211c81-0000-4000-8000-printskyfare,0,9236,4173690b-0000-4000-8000-printskyfare,1
04f89e4d-0000-4000-8000-oracleironro,959,74268ff4-0000-4000-8000-printironroo,0,4387,2ca1aeac-0000-4000-8000-printironroo,1
055941ea-0000-4000-8000-oraclethornw,637,8c7778c3-0000-4000-8000-printthornwe,0,4848,344ea162-0000-4000-8000-printthornwe,1
061b47b9-0000-4000-8000-oraclestarli,2709,3597d7a7-0000-4000-8000-printstarlit,0,27774,f9552346-0000-4000-8000-printstarlit,0
0694b227-0000-4000-8000-oraclesablef,1755,93d8645b-0000-4000-8000-printsablefo,0,9850,4c538313-0000-4000-8000-printsablefo,1
06c5d6e1-0000-4000-8000-oraclemoxies,1213,c8bca723-0000-4000-8000-printmoxiesh,0,675517,af9ccb4e-0000-4000-8000-printmoxiesh,0
0743997e-0000-4000-8000-oraclewildsp,24,d913a8ac-0000-4000-8000-printwildspr,0,554,54344ae5-0000-4000-8000-printwildspr,0
076e2c76-0000-4000-8000-oraclestormt,2432,6ad471ab-0000-4000-8000-printstormto,0,20788,c839dde8-0000-4000-8000-printstormto,1
07fa5b18-0000-4000-8000-oraclestarli,37,621a1213-0000-4000-8000-printstarlit,0,1681,7d891955-0000-4000-8000-printstarlit,0
09288d92-0000-4000-8000-oracleraveno,1663,52473d3e-0000-4000-8000-printravenou,0,24621,c5df1bdd-0000-4000-8000-printravenou,0
092f1016-0000-4000-8000-oracleraveno,109,84eb4b0a-0000-4000-8000-printravenou,0,987,6014c036-0000-4000-8000-printravenou,1
0b6d4ba9-0000-4000-8000-oraclewildsp,41,e3d5b0d5-0000-4000-8000-printwildspr,0,128,61992e35-0000-4000-8000-printwildspr,1
0cdcfdc4-0000-4000-8000-oraclebroken,2510,ade69f98-0000-4000-8000-printbrokens,0,4732,ade69f98-0000-4000-8000-printbrokens,1
0e09afa7-0000-4000-8000-oracledorand,13568,5405b659-0000-4000-8000-printdorandu,0,44822,0c80d513-0000-4000-8000-printdorandu,1
0e582c85-0000-4000-8000-oraclemurkwa,17075,74cb59b8-0000-4000-8000-printmurkwat,0,98048,d1943027-0000-4000-8000-printmurkwat,1
0f40a4c3-0000-4000-8000-oracledorant,3353,d8ab837c-0000-4000-8000-printdoranth,0,18749,8a107b11-0000-4000-8000-printdoranth,1
0f7c8f65-0000-4000-8000-oraclehollow,31,30acc0e7-0000-4000-8000-printhollowr,0,404,c33edd42-0000-4000-8000-printhollowr,1
118e6caa-0000-4000-8000-oraclehollow,2522,254e09f8-0000-4000-8000-printhollows,0,8991,ddc928b0-0000-4000-8000-printhollows,1
14539a68-0000-4000-8000-oraclebloodm,29379,4d1d04b5-0000-4000-8000-printbloodmo,0,87699,806f513f-0000-4000-8000-printbloodmo,1
147e6f94-0000-4000-8000-oraclekaelst,4167,26e9b04c-0000-4000-8000-printkaelsto,0,18150,a54a4f07-0000-4000-8000-printkaelsto,1
152f3d1b-0000-4000-8000-oracleriftsc,16052,f36633e5-0000-4000-8000-printriftsca,0,80346,71c6d29f-0000-4000-8000-printriftsca,1
15510f4e-0000-4000-8000-oraclesilver,8,91159490-0000-4000-8000-printsilverl,0,65,66155481-0000-4000-8000-printsilverl,1
159b1e94-0000-4000-8000-oraclecopper,37,d76adccb-0000-4000-8000-printcopperf,0,171,55cb7b85-0000-4000-8000-printcopperf,1
16623555-0000-4000-8000-oraclethornw,28938,2819f54f-0000-4000-8000-printthornwe,0,127130,07bbe429-0000-4000-8000-printthornwe,1
16a348a9-0000-4000-8000-oraclethornw,4094,5d05c819-0000-4000-8000-printthornwe,0,69504,38a63618-0000-4000-8000-printthornwe,1
1bc1ccbd-0000-4000-8000-oraclewraith,15,cab1378d-0000-4000-8000-printwraithl,0,50,4fda09bb-0000-4000-8000-printwraithl,1
1c11d58e-0000-4000-8000-oracleraveno,4442,ab02454f-0000-4000-8000-printravenou,0,9853,ab02454f-0000-4000-8000-printravenou,1
1c37c8f0-0000-4000-8000-oraclewhispe,4977,e51f9d32-0000-4000-8000-printwhisper,0,19258,9d9abbea-0000-4000-8000-printwhisper,1
1cfcacd6-0000-4000-8000-oracleskyfar,41987,07324255-0000-4000-8000-printskyfare,0,648939,af8063cb-0000-4000-8000-printskyfare,1
1e64c011-0000-4000-8000-oracleskyfar,2971,5bbe3554-0000-4000-8000-printskyfare,0,34259,b99b25f0-0000-4000-8000-printskyfare,1
20490f68-0000-4000-8000-oracleancien,1834036,2a088be0-0000-4000-8000-printancient,0,1834036,2a088be0-0000-4000-8000-printancient,0
275df72a-0000-4000-8000-oraclehollow,25125,cd9493c2-0000-4000-8000-printhollows,0,129250,4ba73ecc-0000-4000-8000-printhollows,1
2770acd7-0000-4000-8000-oraclebloodm,3463,809d9b2c-0000-4000-8000-printbloodmo,0,94671,46820410-0000-4000-8000-printbloodmo,1
28e56089-0000-4000-8000-oracleemberc,3806,edf3ec02-0000-4000-8000-printembercl,0,22409,6c06970c-0000-4000-8000-printembercl,1
28f1d8de-0000-4000-8000-oracleraveno,3759,5029e104-0000-4000-8000-printravenou,0,26743,a1376387-0000-4000-8000-printravenou,0
292cc664-0000-4000-8000-oracleancien,505,31ca5fdf-0000-4000-8000-printancient,0,6532,79eb4b61-0000-4000-8000-printancient,1
292daeb9-0000-4000-8000-oracleancien,18,3fe0e307-0000-4000-8000-printancient,0,98,f85c01bf-0000-4000-8000-printancient,1
2ad59a4d-0000-4000-8000-oracleduskbo,1181,55ee3fb6-0000-4000-8000-printduskbou,0,19305,318eadb4-0000-4000-8000-printduskbou,1
2c3b6ddf-0000-4000-8000-oraclecinder,3826,009f005f-0000-4000-8000-printcindero,0,14589,7e627dbf-0000-4000-8000-printcindero,1
2e5e66b0-0000-4000-8000-oraclesilver,31,d6e0e773-0000-4000-8000-printsilverl,0,134,54a464d3-0000-4000-8000-printsilverl,1
2ea0193e-0000-4000-8000-oraclethornw,2690,c012ef5f-0000-4000-8000-printthornwe,0,87141,56592471-0000-4000-8000-printthornwe,0
31f330c6-0000-4000-8000-oraclestarli,36389,7aa6e867-0000-4000-8000-printstarlit,0,274098,227e1106-0000-4000-8000-printstarlit,1
323db142-0000-4000-8000-oraclecopper,28,a6954b82-0000-4000-8000-printcopperf,0,192,03fb434a-0000-4000-8000-printcopperf,1
33235245-0000-4000-8000-oraclecinder,6,bf6b2a46-0000-4000-8000-printcinderw,0,23,0a797c76-0000-4000-8000-printcinderw,1
33dfbb1c-0000-4000-8000-oraclekaelth,27,72bb5fc4-0000-4000-8000-printkaelthe,0,299,4de4d4f0-0000-4000-8000-printkaelthe,1
34996685-0000-4000-8000-oraclehollow,42,218743f9-0000-4000-8000-printhollowo,0,101,54d99083-0000-4000-8000-printhollowo,1
365ce218-0000-4000-8000-oraclestormt,5123,d4688f44-0000-4000-8000-printstormto,0,11222,d4688f44-0000-4000-8000-printstormto,1
36bb50a5-0000-4000-8000-oraclesunlit,12,bb761263-0000-4000-8000-printsunlita,0,35,05e74339-0000-4000-8000-printsunlita,1
390aee6a-0000-4000-8000-oracleradian,15,9bd3eb37-0000-4000-8000-printradiant,0,112,4d38e2ca-0000-4000-8000-printradiant,1
3b2a452d-0000-4000-8000-oraclemishra,415692,aa79151e-0000-4000-8000-printmishras,0,415692,aa79151e-0000-4000-8000-printmishras,0
3b3ca22f-0000-4000-8000-oracleemberc,4315,c1312a8d-0000-4000-8000-printembercl,0,11557,c1312a8d-0000-4000-8000-printembercl,1
3e6ee94d-0000-4000-8000-oraclegrimwo,38,9c67d6d6-0000-4000-8000-printgrimwoo,0,452,f3a41965-0000-4000-8000-printgrimwoo,1
3e7595b2-0000-4000-8000-oraclegrimwo,61772,9662b87c-0000-4000-8000-printgrimwoo,0,1182365,11835ab3-0000-4000-8000-printgrimwoo,0
3fe6b9a4-0000-4000-8000-oraclegloomv,4099,a6b5147a-0000-4000-8000-printgloomve,0,9225,a6b5147a-0000-4000-8000-printgloomve,1
3ffae924-0000-4000-8000-oracleserras,2192,567a607c-0000-4000-8000-printserrasl,0,958729,a53bb184-0000-4000-8000-printserrasl,0
400aaa6d-0000-4000-8000-oraclegloomv,2798,0b88489f-0000-4000-8000-printgloomve,0,12011,90b11acd-0000-4000-8000-printgloomve,1
410405a2-0000-4000-8000-oraclegloomv,4790,6f2cfdbc-0000-4000-8000-printgloomve,0,11176,6f2cfdbc-0000-4000-8000-printgloomve,1
