oracle_id,lo_cents,lo_printing,lo_finish,hi_cents,hi_printing,hi_finish
00b940e9-0000-4000-8000-oraclebroken,1121,11e00214-0000-4000-8000-printbrokens,0,15429,41f2521a-0000-4000-8000-printbrokens,0
03cbe4cf-0000-4000-8000-oraclehollow,45,3ae5f613-0000-4000-8000-printhollowk,0,382,c59cb900-0000-4000-8000-printhollowk,0
04ef795e-0000-4000-8000-oracleskyfar,3778,0e211c81-0000-4000-8000-printskyfare,0,9449,4173690b-0000-4000-8000-printskyfare,1
04f89e4d-0000-4000-8000-oracleironro,953,74268ff4-0000-4000-8000-printironroo,0,4409,2ca1aeac-0000-4000-8000-printironroo,1
055941ea-0000-4000-8000-oraclethornw,647,8c7778c3-0000-4000-8000-printthornwe,0,4836,344ea162-0000-4000-8000-printthornwe,1
061b47b9-0000-4000-8000-oraclestarli,2764,3597d7a7-0000-4000-8000-printstarlit,0,28068,f9552346-0000-4000-8000-printstarlit,0
0694b227-0000-4000-8000-oraclesablef,1754,93d8645b-0000-4000-8000-printsablefo,0,9688,4c538313-0000-4000-8000-printsablefo,1
06c5d6e1-0000-4000-8000-oraclemoxies,1188,c8bca723-0000-4000-8000-printmoxiesh,0,685818,af9ccb4e-0000-4000-8000-printmoxiesh,0
0743997e-0000-4000-8000-oraclewildsp,24,d913a8ac-0000-4000-8000-printwildspr,0,549,54344ae5-0000-4000-8000-printwildspr,0
076e2c76-0000-4000-8000-oraclestormt,2437,6ad471ab-0000-4000-8000-printstormto,0,20445,c839dde8-0000-4000-8000-printstormto,1
07fa5b18-0000-4000-8000-oraclestarli,36,621a1213-0000-4000-8000-printstarlit,0,1644,7d891955-0000-4000-8000-printstarlit,0
09288d92-0000-4000-8000-oracleraveno,1654,52473d3e-0000-4000-8000-printravenou,0,24867,c5df1bdd-0000-4000-8000-printravenou,0
092f1016-0000-4000-8000-oracleraveno,109,84eb4b0a-0000-4000-8000-printravenou,0,970,6014c036-0000-4000-8000-printravenou,1
0b6d4ba9-0000-4000-8000-oraclewildsp,41,1727fd5f-0000-4000-8000-printwildspr,0,126,61992e35-0000-4000-8000-printwildspr,1
0cdcfdc4-0000-4000-8000-oraclebroken,2510,ade69f98-0000-4000-8000-printbrokens,0,4718,ade69f98-0000-4000-8000-printbrokens,1
0e09afa7-0000-4000-8000-oracledorand,13872,5405b659-0000-4000-8000-printdorandu,0,45063,0c80d513-0000-4000-8000-printdorandu,1
0e582c85-0000-4000-8000-oraclemurkwa,17407,74cb59b8-0000-4000-8000-printmurkwat,0,96517,d1943027-0000-4000-8000-printmurkwat,1
0f40a4c3-0000-4000-8000-oracledorant,3371,d8ab837c-0000-4000-8000-printdoranth,0,18612,8a107b11-0000-4000-8000-printdoranth,1
0f7c8f65-0000-4000-8000-oraclehollow,31,30acc0e7-0000-4000-8000-printhollowr,0,399,c33edd42-0000-4000-8000-printhollowr,1
118e6caa-0000-4000-8000-oraclehollow,2509,254e09f8-0000-4000-8000-printhollows,0,8942,ddc928b0-0000-4000-8000-printhollows,1
14539a68-0000-4000-8000-oraclebloodm,29725,4d1d04b5-0000-4000-8000-printbloodmo,0,89024,806f513f-0000-4000-8000-printbloodmo,1
