oracle_id,lo_cents,lo_printing,lo_finish,hi_cents,hi_printing,hi_finish
00b940e9-0000-4000-8000-oraclebroken,1113,11e00214-0000-4000-8000-printbrokens,0,15569,41f2521a-0000-4000-8000-printbrokens,0
03cbe4cf-0000-4000-8000-oraclehollow,44,3ae5f613-0000-4000-8000-printhollowk,0,379,c59cb900-0000-4000-8000-printhollowk,0
04ef795e-0000-4000-8000-oracleskyfar,3808,0e211c81-0000-4000-8000-printskyfare,0,9332,4173690b-0000-4000-8000-printskyfare,1
04f89e4d-0000-4000-8000-oracleironro,968,74268ff4-0000-4000-8000-printironroo,0,4407,2ca1aeac-0000-4000-8000-printironroo,1
055941ea-0000-4000-8000-oraclethornw,642,8c7778c3-0000-4000-8000-printthornwe,0,4844,344ea162-0000-4000-8000-printthornwe,1
061b47b9-0000-4000-8000-oraclestarli,2740,3597d7a7-0000-4000-8000-printstarlit,0,27575,f9552346-0000-4000-8000-printstarlit,0
0694b227-0000-4000-8000-oraclesablef,1780,93d8645b-0000-4000-8000-printsablefo,0,9902,4c538313-0000-4000-8000-printsablefo,1
06c5d6e1-0000-4000-8000-oraclemoxies,1198,c8bca723-0000-4000-8000-printmoxiesh,0,684001,af9ccb4e-0000-4000-8000-printmoxiesh,0
0743997e-0000-4000-8000-oraclewildsp,24,d913a8ac-0000-4000-8000-printwildspr,0,553,54344ae5-0000-4000-8000-printwildspr,0
076e2c76-0000-4000-8000-oraclestormt,2489,6ad471ab-0000-4000-8000-printstormto,0,20705,c839dde8-0000-4000-8000-printstormto,1
07fa5b18-0000-4000-8000-oraclestarli,37,621a1213-0000-4000-8000-printstarlit,0,1639,7d891955-0000-4000-8000-printstarlit,0
09288d92-0000-4000-8000-oracleraveno,1663,52473d3e-0000-4000-8000-printravenou,0,24973,c5df1bdd-0000-4000-8000-printravenou,0
092f1016-0000-4000-8000-oracleraveno,110,84eb4b0a-0000-4000-8000-printravenou,0,970,6014c036-0000-4000-8000-printravenou,1
0b6d4ba9-0000-4000-8000-oraclewildsp,41,e3d5b0d5-0000-4000-8000-printwildspr,0,128,61992e35-0000-4000-8000-printwildspr,1
0cdcfdc4-0000-4000-8000-oraclebroken,2507,ade69f98-0000-4000-8000-printbrokens,0,4656,ade69f98-0000-4000-8000-printbrokens,1
0e09afa7-0000-4000-8000-oracledorand,13905,5405b659-0000-4000-8000-printdorandu,0,45326,0c80d513-0000-4000-8000-printdorandu,1
0e582c85-0000-4000-8000-oraclemurkwa,17145,74cb59b8-0000-4000-8000-printmurkwat,0,97743,d1943027-0000-4000-8000-printmurkwat,1
0f40a4c3-0000-4000-8000-oracledorant,3366,d8ab837c-0000-4000-8000-printdoranth,0,18574,8a107b11-0000-4000-8000-printdoranth,1
0f7c8f65-0000-4000-8000-oraclehollow,31,30acc0e7-0000-4000-8000-printhollowr,0,402,c33edd42-0000-4000-8000-printhollowr,1
118e6caa-0000-4000-8000-oraclehollow,2503,254e09f8-0000-4000-8000-printhollows,0,8920,ddc928b0-0000-4000-8000-printhollows,1
14539a68-0000-4000-8000-oraclebloodm,20266,4d1d04b5-0000-4000-8000-printbloodmo,0,64192,806f513f-0000-4000-8000-printbloodmo,1
147e6f94-0000-4000-8000-oraclekaelst,4145,26e9b04c-0000-4000-8000-printkaelsto,0,17843,a54a4f07-0000-4000-8000-printkaelsto,1
152f3d1b-0000-4000-8000-oracleriftsc,16322,f36633e5-0000-4000-8000-printriftsca,0,80930,71c6d29f-0000-4000-8000-printriftsca,1
15510f4e-0000-4000-8000-oraclesilver,8,91159490-0000-4000-8000-printsilverl,0,66,66155481-0000-4000-8000-printsilverl,1
159b1e94-0000-4000-8000-oraclecopper,37,d76adccb-0000-4000-8000-printcopperf,0,168,55cb7b85-0000-4000-8000-printcopperf,1
16623555-0000-4000-8000-oraclethornw,29290,2819f54f-0000-4000-8000-printthornwe,0,128326,07bbe429-0000-4000-8000-printthornwe,1
16a348a9-0000-4000-8000-oraclethornw,4055,5d05c819-0000-4000-8000-printthornwe,0,69982,38a63618-0000-4000-8000-printthornwe,1
1bc1ccbd-0000-4000-8000-oraclewraith,15,cab1378d-0000-4000-8000-printwraithl,0,50,4fda09bb-0000-4000-8000-printwraithl,1
