oracle_id,lo_cents,lo_printing,lo_finish,hi_cents,hi_printing,hi_finish
00b940e9-0000-4000-8000-oraclebroken,1114,11e00214-0000-4000-8000-printbrokens,0,15549,41f2521a-0000-4000-8000-printbrokens,0
03cbe4cf-0000-4000-8000-oraclehollow,45,3ae5f613-0000-4000-8000-printhollowk,0,382,c59cb900-0000-4000-8000-printhollowk,0
04ef795e-0000-4000-8000-oracleskyfar,3805,0e211c81-0000-4000-8000-printskyfare,0,9313,4173690b-0000-4000-8000-printskyfare,1
04f89e4d-0000-4000-8000-oracleironro,974,74268ff4-0000-4000-8000-printironroo,0,4385,2ca1aeac-0000-4000-8000-printironroo,1
055941ea-0000-4000-8000-oraclethornw,630,8c7778c3-0000-4000-8000-printthornwe,0,4728,344ea162-0000-4000-8000-printthornwe,1
061b47b9-0000-4000-8000-oraclestarli,2717,3597d7a7-0000-4000-8000-printstarlit,0,28279,f9552346-0000-4000-8000-printstarlit,0
0694b227-0000-4000-8000-oraclesablef,1766,93d8645b-0000-4000-8000-printsablefo,0,9694,4c538313-0000-4000-8000-printsablefo,1
06c5d6e1-0000-4000-8000-oraclemoxies,1214,c8bca723-0000-4000-8000-printmoxiesh,0,682208,af9ccb4e-0000-4000-8000-printmoxiesh,0
0743997e-0000-4000-8000-oraclewildsp,24,d913a8ac-0000-4000-8000-printwildspr,0,559,54344ae5-0000-4000-8000-printwildspr,0
076e2c76-0000-4000-8000-oraclestormt,2457,6ad471ab-0000-4000-8000-printstormto,0,20588,c839dde8-0000-4000-8000-printstormto,1
07fa5b18-0000-4000-8000-oraclestarli,37,621a1213-0000-4000-8000-printstarlit,0,1663,7d891955-0000-4000-8000-printstarlit,0
09288d92-0000-4000-8000-oracleraveno,1670,52473d3e-0000-4000-8000-printravenou,0,24890,c5df1bdd-0000-4000-8000-printravenou,0
092f1016-0000-4000-8000-oracleraveno,107,84eb4b0a-0000-4000-8000-printravenou,0,977,6014c036-0000-4000-8000-printravenou,1
0b6d4ba9-0000-4000-8000-oraclewildsp,41,e3d5b0d5-0000-4000-8000-printwildspr,0,127,61992e35-0000-4000-8000-printwildspr,1
0cdcfdc4-0000-4000-8000-oraclebroken,2546,ade69f98-0000-4000-8000-printbrokens,0,4644,ade69f98-0000-4000-8000-printbrokens,1
0e09afa7-0000-4000-8000-oracledorand,13801,5405b659-0000-4000-8000-printdorandu,0,45033,0c80d513-0000-4000-8000-printdorandu,1
0e582c85-0000-4000-8000-oraclemurkwa,17337,74cb59b8-0000-4000-8000-printmurkwat,0,97852,d1943027-0000-4000-8000-printmurkwat,1
0f40a4c3-0000-4000-8000-oracledorant,3355,d8ab837c-0000-4000-8000-printdoranth,0,18419,8a107b11-0000-4000-8000-printdoranth,1
0f7c8f65-0000-4000-8000-oraclehollow,31,30acc0e7-0000-4000-8000-printhollowr,0,408,c33edd42-0000-4000-8000-printhollowr,1
118e6caa-0000-4000-8000-oraclehollow,2464,254e09f8-0000-4000-8000-printhollows,0,8859,ddc928b0-0000-4000-8000-printhollows,1
14539a68-0000-4000-8000-oraclebloodm,19725,4d1d04b5-0000-4000-8000-printbloodmo,0,64532,806f513f-0000-4000-8000-printbloodmo,1
147e6f94-0000-4000-8000-oraclekaelst,4170,26e9b04c-0000-4000-8000-printkaelsto,0,17991,a54a4f07-0000-4000-8000-printkaelsto,1
152f3d1b-0000-4000-8000-oracleriftsc,16146,f36633e5-0000-4000-8000-printriftsca,0,81212,71c6d29f-0000-4000-8000-printriftsca,1
15510f4e-0000-4000-8000-oraclesilver,8,91159490-0000-4000-8000-printsilverl,0,66,66155481-0000-4000-8000-printsilverl,1
159b1e94-0000-4000-8000-oraclecopper,37,d76adccb-0000-4000-8000-printcopperf,0,167,55cb7b85-0000-4000-8000-printcopperf,1
16623555-0000-4000-8000-oraclethornw,29358,2819f54f-0000-4000-8000-printthornwe,0,129045,07bbe429-0000-4000-8000-printthornwe,1
16a348a9-0000-4000-8000-oraclethornw,4060,5d05c819-0000-4000-8000-printthornwe,0,71168,38a63618-0000-4000-8000-printthornwe,1
1bc1ccbd-0000-4000-8000-oraclewraith,15,cab1378d-0000-4000-8000-printwraithl,0,50,4fda09bb-0000-4000-8000-printwraithl,1
1c11d58e-0000-4000-8000-oracleraveno,4429,ab02454f-0000-4000-8000-printravenou,0,9836,ab02454f-0000-4000-8000-printravenou,1
1c37c8f0-0000-4000-8000-oraclewhispe,4971,e51f9d32-0000-4000-8000-printwhisper,0,19324,9d9abbea-0000-4000-8000-printwhisper,1
1cfcacd6-0000-4000-8000-oracleskyfar,42873,07324255-0000-4000-8000-printskyfare,0,661817,af8063cb-0000-4000-8000-printskyfare,1
1e64c011-0000-4000-8000-oracleskyfar,2960,5bbe3554-0000-4000-8000-printskyfare,0,33968,b99b25f0-0000-4000-8000-printskyfare,1
20490f68-0000-4000-8000-oracleancien,1859792,2a088be0-0000-4000-8000-printancient,0,1859792,2a088be0-0000-4000-8000-printancient,0
275df72a-0000-4000-8000-oraclehollow,25646,cd9493c2-0000-4000-8000-printhollows,0,128147,4ba73ecc-0000-4000-8000-printhollows,1
2770acd7-0000-4000-8000-oraclebloodm,3469,809d9b2c-0000-4000-8000-printbloodmo,0,95734,46820410-0000-4000-8000-printbloodmo,1
28e56089-0000-4000-8000-oracleemberc,3705,edf3ec02-0000-4000-8000-printembercl,0,22380,6c06970c-0000-4000-8000-printembercl,1
28f1d8de-0000-4000-8000-oracleraveno,3791,5029e104-0000-4000-8000-printravenou,0,26217,a1376387-0000-4000-8000-printravenou,0
